director_name,director_num_movies,director_profit_mean,director_profit_std,director_score_mean,director_score_std
Niels Arden Oplev,mid,profitable,high,mid-high,high
Stewart Hendler,low,profitable,low,low,low
Lee Daniels,mid,very-profitable,high,mid-high,high
Phil Lord,mid,very-profitable,mid,mid-high,low
Ricky Gervais,low,not-profitable,low,mid-high,low
Olatunde Osunsanmi,low,very-profitable,low,mid-low,low
Marcus Dunstan,low,not-profitable,low,mid-low,low
Grant Heslov,low,profitable,low,mid-low,low
Tom Ford,low,profitable,mid,high,low
Derrick Borte,low,not-profitable,low,mid-high,low
Michael Spierig,mid,very-profitable,high,mid-low,high
Lone Scherfig,low,profitable,low,mid-high,low
Scott Cooper,mid,profitable,mid,mid-high,low
Shane Acker,low,not-profitable,low,mid-high,low
Jean-Marc Vallée,mid,profitable,high,mid-high,mid
Vincenzo Natali,low,not-profitable,low,mid-low,low
Jacques Audiard,low,not-profitable,low,high,mid
Kevin Greutert,low,very-profitable,low,mid-low,low
Andrea Arnold,low,not-profitable,low,mid-high,low
Agnieszka Wojtowicz-Vosloo,low,not-profitable,low,mid-low,low
Steve Shill,low,profitable,low,low,low
Phil Traill,low,profitable,low,low,low
Peter Cornwell,low,very-profitable,low,mid-low,low
Glenn Ficarra,mid,profitable,mid,mid-high,mid
Scott Sanders,low,not-profitable,low,high,low
Kevin Tancharoen,low,very-profitable,low,low,low
Ti West,low,not-profitable,low,mid-high,low
George Gallo,low,not-profitable,low,mid-high,low
Hoyt Yeatman,low,not-profitable,low,low,low
Brandon Camp,low,profitable,low,mid-low,low
Jody Hill,low,not-profitable,low,mid-low,low
Daniel Barber,low,not-profitable,low,mid-high,low
Jorge Blanco,low,not-profitable,low,mid-low,low
Raymond De Felitta,low,not-profitable,low,high,low
Anne Fontaine,low,not-profitable,mid,mid-high,mid
Tommy Wirkola,low,profitable,mid,mid-low,low
Oren Moverman,low,not-profitable,low,mid-high,low
Tomm Moore,low,not-profitable,low,high,low
J Blakeson,low,profitable,mid,mid-low,high
Neal Brennan,low,not-profitable,low,mid-low,low
Zach Cregger,low,not-profitable,low,low,low
Tom Hooper,mid,very-profitable,high,high,mid
Francesca Gregorini,low,not-profitable,low,mid-low,low
Edgar Wright,mid,profitable,high,high,low
Jim Field Smith,low,profitable,low,mid-high,low
Gareth Edwards,mid,very-profitable,high,mid-high,high
Nathan Greno,low,profitable,low,high,low
Steven R. Monroe,low,not-profitable,low,mid-low,low
Anton Corbijn,low,profitable,low,mid-high,mid
Denis Villeneuve,mid,profitable,mid,high,low
Steve Antin,low,not-profitable,low,mid-high,low
Pierre Coffin,low,very-profitable,high,high,low
Derek Cianfrance,mid,very-profitable,high,mid-high,low
Joseph Kosinski,mid,not-profitable,low,mid-high,mid
Lee Unkrich,low,very-profitable,low,high,low
Ethan Maniquis,low,very-profitable,low,mid-high,low
Tom McGrath,low,profitable,mid,mid-high,mid
Ryan Murphy,low,profitable,low,mid-low,low
Rodrigo Cortés,low,very-profitable,low,mid-high,low
Scott Stewart,mid,profitable,high,mid-low,mid
Debra Granik,low,very-profitable,low,mid-high,low
Samuel Bayer,low,profitable,low,low,low
John Luessenhop,low,profitable,low,mid-low,high
Anna Boden,mid,profitable,high,mid-high,mid
Lisa Cholodenko,low,very-profitable,low,mid-high,low
Anand Tucker,low,not-profitable,low,mid-high,low
Floria Sigismondi,low,not-profitable,low,mid-high,low
Jorma Taccone,low,not-profitable,low,mid-low,low
Hiromasa Yonebayashi,low,very-profitable,low,high,low
Julie Anne Robinson,low,profitable,mid,mid-low,mid
Quentin Dupieux,low,not-profitable,low,mid-low,low
Susanna White,low,profitable,low,mid-low,low
Nanette Burstein,low,not-profitable,low,mid-low,low
Miguel Sapochnik,low,not-profitable,low,mid-low,low
David Schwimmer,low,not-profitable,low,mid-high,low
John Wells,mid,not-profitable,mid,mid-high,low
Jay Duplass,low,not-profitable,low,mid-low,low
Daniel Stamm,low,very-profitable,low,mid-low,low
Abe Sylvia,low,not-profitable,low,mid-high,low
William Monahan,low,not-profitable,low,mid-low,low
Alan Poul,low,profitable,low,low,low
Troy Nixey,low,not-profitable,low,mid-low,low
Shana Feste,low,not-profitable,low,mid-low,low
Jim Mickle,low,not-profitable,low,mid-high,low
Richard J. Lewis,low,not-profitable,low,mid-high,low
Malcolm Venville,low,not-profitable,low,mid-low,low
Sngmoo Lee,low,not-profitable,low,mid-low,low
Spencer Susser,low,not-profitable,low,mid-high,low
Nick Tomnay,low,not-profitable,low,mid-high,low
Mitch Glazer,low,not-profitable,low,low,low
Dan Rush,low,not-profitable,low,mid-high,low
Jeff Nichols,mid,not-profitable,mid,mid-high,mid
Paul Feig,mid,very-profitable,mid,mid-high,low
Drew Goddard,low,not-profitable,low,mid-high,low
Tate Taylor,mid,very-profitable,high,mid-high,high
Jennifer Yuh Nelson,low,profitable,mid,mid-high,high
Steve McQueen,mid,very-profitable,high,high,mid
Rupert Wyatt,mid,profitable,mid,mid-high,high
Brad Furman,mid,not-profitable,low,mid-high,high
Asghar Farhadi,low,very-profitable,high,high,mid
George Nolfi,low,profitable,low,mid-high,low
Gareth Evans,low,very-profitable,high,high,low
J.C. Chandor,mid,profitable,mid,mid-high,low
Chris Gorak,low,profitable,low,low,low
Steven Quale,low,profitable,low,mid-low,low
Adam Wingard,mid,very-profitable,high,mid-low,high
Matthijs van Heijningen Jr.,low,not-profitable,low,mid-low,low
Gary McKendry,low,not-profitable,low,mid-high,low
James Bobin,mid,profitable,low,mid-high,mid
Michel Hazanavicius,low,very-profitable,low,high,low
Justin Kurzel,mid,not-profitable,low,mid-low,mid
Joe Cornish,low,not-profitable,low,mid-low,mid
John Michael McDonagh,low,profitable,low,mid-high,low
Mike Cahill,low,very-profitable,high,mid-high,mid
Drake Doremus,low,very-profitable,high,mid-high,mid
Mark Mylod,low,not-profitable,low,mid-low,low
Daniel Barnz,low,not-profitable,mid,mid-low,mid
Jason Eisener,low,not-profitable,low,mid-low,low
Christian E. Christiansen,low,profitable,low,low,low
Zal Batmanglij,low,not-profitable,mid,mid-high,low
Madonna,low,not-profitable,low,mid-low,low
Jesse Peretz,low,very-profitable,low,mid-high,low
Alister Grierson,low,profitable,low,mid-low,low
Gorô Miyazaki,low,profitable,low,high,low
Lynn Shelton,low,very-profitable,high,mid-high,low
Gonzalo López-Gallego,low,very-profitable,low,low,low
Paul Johansson,low,not-profitable,low,mid-low,low
Imtiaz Ali,low,not-profitable,low,high,low
Jason Moore,low,very-profitable,mid,mid-high,high
J.A. Bayona,mid,very-profitable,high,mid-high,high
Stephen Chbosky,low,very-profitable,high,high,low
Rupert Sanders,low,not-profitable,low,mid-low,low
Seth MacFarlane,mid,very-profitable,high,mid-high,mid
Mark Andrews,low,profitable,low,mid-high,low
Genndy Tartakovsky,mid,very-profitable,mid,mid-high,mid
Måns Mårlind,low,profitable,low,mid-low,low
Daniel Espinosa,mid,not-profitable,mid,mid-high,low
Lorene Scafaria,mid,profitable,high,mid-high,low
Rich Moore,low,profitable,low,high,low
Nima Nourizadeh,low,very-profitable,high,mid-low,mid
Brad Peyton,mid,profitable,mid,mid-low,mid
Akiva Schaffer,low,not-profitable,low,mid-low,high
Colin Trevorrow,mid,very-profitable,high,mid-high,low
Josh Trank,low,very-profitable,high,mid-low,high
Dan Bradley,low,not-profitable,low,low,low
Chris Renaud,mid,very-profitable,high,mid-high,low
Asger Leth,low,not-profitable,low,mid-high,low
Peter Ramsey,low,profitable,low,mid-high,low
Ariel Vromen,low,not-profitable,low,mid-high,mid
Mark Tonderai,low,very-profitable,low,mid-low,low
Ben Lewin,low,very-profitable,high,mid-high,high
James Watkins,low,very-profitable,high,mid-low,low
Michael Sucsy,low,very-profitable,high,mid-high,low
Craig Zobel,low,not-profitable,mid,mid-low,low
David Palmer,low,very-profitable,low,mid-low,low
Mike McCoy,low,very-profitable,low,mid-high,low
Lisa Azuelos,low,not-profitable,low,low,low
Steve Martino,low,very-profitable,high,mid-high,mid
Stephen Elliott,low,not-profitable,low,low,low
Sacha Gervasi,low,not-profitable,low,mid-high,low
Scott Speer,low,very-profitable,high,mid-high,low
Ole Bornedal,low,very-profitable,low,mid-low,low
M.J. Bassett,low,profitable,low,low,low
Ramaa Mosley,low,not-profitable,low,mid-high,low
Robert Lorenz,low,not-profitable,low,mid-high,low
Chris Butler,low,not-profitable,mid,mid-high,low
Baltasar Kormákur,mid,profitable,mid,mid-high,low
Nicholas Jarecki,low,profitable,low,mid-high,low
RZA,low,not-profitable,low,low,low
Fisher Stevens,low,not-profitable,low,mid-high,low
Stefan Ruzowitzky,low,not-profitable,low,mid-low,low
Brian Klugman,low,profitable,low,mid-high,low
John Hyams,low,not-profitable,low,low,low
Benh Zeitlin,low,very-profitable,low,mid-high,low
Anthony Hemingway,low,not-profitable,low,mid-low,low
Mabrouk El Mechri,low,not-profitable,low,low,low
Todd Lincoln,low,not-profitable,low,low,low
James Mather,low,not-profitable,low,mid-low,low
Leslye Headland,low,very-profitable,low,low,low
Josh Radnor,low,not-profitable,low,mid-high,low
Joachim Rønning,mid,profitable,mid,mid-high,mid
Henry Joost,low,very-profitable,high,mid-low,high
Dustin Hoffman,low,very-profitable,low,mid-high,low
Juan Solanas,low,not-profitable,low,mid-high,low
David Chase,low,not-profitable,low,mid-low,low
Henry Alex Rubin,low,not-profitable,low,high,low
Bradley Parker,low,very-profitable,low,low,low
Reema Kagti,low,not-profitable,low,mid-high,low
Alex Kurtzman,low,profitable,mid,mid-low,high
Cal Brunker,low,not-profitable,low,mid-low,low
Jamie Travis,low,not-profitable,low,mid-low,low
Homi Adajania,low,not-profitable,low,mid-low,low
Josh Schwartz,low,not-profitable,low,low,low
Jake Schreier,low,very-profitable,high,mid-high,mid
Alan Taylor,low,profitable,low,mid-high,mid
James DeMonaco,mid,very-profitable,high,mid-low,mid
Dan Scanlon,low,profitable,low,mid-high,low
Joseph Gordon-Levitt,low,very-profitable,low,mid-high,low
Kirk DeMicco,low,very-profitable,low,mid-high,low
Evan Goldberg,low,profitable,mid,mid-high,low
Nat Faxon,low,very-profitable,low,high,low
Fede Alvarez,mid,very-profitable,high,mid-high,mid
James Ward Byrkit,low,profitable,low,mid-high,low
Andy Muschietti,mid,very-profitable,high,mid-high,mid
Carl Rinsch,low,not-profitable,low,mid-low,low
Steven Knight,mid,not-profitable,mid,mid-low,high
Mike Flanagan,low,very-profitable,low,mid-low,low
Maggie Carey,low,profitable,low,mid-low,low
David Soren,low,profitable,low,mid-low,low
Amma Asante,low,not-profitable,low,mid-high,low
Guillaume Canet,low,not-profitable,low,mid-high,low
James Ponsoldt,low,profitable,low,mid-low,high
Jon S. Baird,low,profitable,low,mid-high,low
Don McKellar,low,not-profitable,low,mid-high,low
Brian Percival,low,very-profitable,low,high,low
Rob Epstein,low,not-profitable,low,mid-low,low
Daniel Schechter,low,not-profitable,low,mid-low,low
Ken Scott,low,not-profitable,mid,mid-low,high
Klay Hall,low,very-profitable,low,mid-low,low
Cody Cameron,low,profitable,low,mid-high,low
Jeremy Saulnier,low,not-profitable,mid,mid-high,low
Allen Hughes,low,not-profitable,low,mid-low,low
Jorge Dorado,low,not-profitable,low,mid-high,low
Don Scardino,low,not-profitable,low,mid-low,low
Justin Zackham,low,not-profitable,low,mid-low,low
Ric Roman Waugh,low,profitable,low,mid-high,low
Ryan Coogler,mid,very-profitable,high,high,low
Jeff Tremaine,low,very-profitable,low,mid-high,low
Joshua Michael Stern,low,profitable,low,mid-low,low
Jon Lucas,mid,very-profitable,mid,mid-low,low
Michael Tiddes,mid,very-profitable,high,low,high
Peter Landesman,low,not-profitable,low,mid-high,mid
Jason Bateman,low,not-profitable,low,mid-high,low
Keanu Reeves,low,not-profitable,low,mid-low,low
Ritesh Batra,low,very-profitable,low,high,low
Chad Stahelski,mid,very-profitable,low,high,low
Damien Chazelle,mid,very-profitable,high,high,mid
Alex Garland,low,not-profitable,low,mid-high,mid
Dan Gilroy,low,profitable,high,mid-high,high
Wes Ball,mid,very-profitable,high,mid-high,low
Jemaine Clement,low,very-profitable,low,high,low
Morten Tyldum,low,very-profitable,high,high,high
David Robert Mitchell,low,very-profitable,high,mid-high,low
Noam Murro,low,profitable,low,mid-low,low
Don Hall,low,profitable,low,high,low
Robert Stromberg,low,very-profitable,low,mid-high,low
Angelina Jolie,low,not-profitable,mid,mid-low,high
Christopher Miller,low,very-profitable,low,high,low
Josh Boone,low,very-profitable,low,high,low
James Marsh,low,very-profitable,low,high,low
Patrick Hughes,low,very-profitable,mid,mid-high,mid
Michaël R. Roskam,low,not-profitable,low,mid-high,low
Jennifer Kent,low,very-profitable,low,mid-high,low
Damián Szifron,low,very-profitable,low,high,low
Camille Delamarre,low,profitable,low,mid-low,low
Leigh Janiak,low,not-profitable,low,mid-low,low
Scott Waugh,low,profitable,low,mid-high,low
Paul King,low,very-profitable,low,high,mid
Jorge R. Gutiérrez,low,not-profitable,low,mid-high,low
Gary Shore,low,profitable,low,mid-low,low
Levan Gabriadze,low,very-profitable,low,mid-low,low
Wally Pfister,low,not-profitable,low,mid-low,low
Rowan Joffe,low,not-profitable,low,mid-high,low
Philippe Falardeau,low,not-profitable,low,high,low
Tom Gormican,low,very-profitable,low,mid-low,low
Erik Van Looy,low,not-profitable,low,mid-low,low
Jon Watts,mid,profitable,mid,mid-high,high
William Eubank,low,not-profitable,low,mid-low,low
R.J. Cutler,low,very-profitable,low,mid-high,low
Richard Glatzer,low,very-profitable,low,high,low
Bill Pohlad,low,profitable,low,high,low
Russell Crowe,low,not-profitable,low,mid-high,low
Ava DuVernay,low,profitable,mid,mid-low,high
Rob Thomas,low,not-profitable,low,mid-high,low
Charlie McDowell,low,very-profitable,low,mid-high,low
Stuart Beattie,low,not-profitable,low,low,low
Vic Armstrong,low,not-profitable,low,low,low
Theodore Melfi,low,very-profitable,high,high,mid
Trish Sie,low,profitable,mid,mid-low,low
Harold Cronk,low,very-profitable,low,low,low
Akiva Goldsman,low,not-profitable,low,mid-low,low
Ben Falcone,low,profitable,mid,low,mid
Pascal Chaumeil,low,not-profitable,low,mid-high,low
David Michôd,low,not-profitable,low,mid-high,low
Ryan Gosling,low,not-profitable,low,mid-low,low
John Pogue,low,very-profitable,low,low,low
Sam Miller,low,very-profitable,low,mid-low,low
Peter Strickland,low,not-profitable,low,mid-high,low
Sarah Gavron,low,profitable,low,mid-high,low
Stiles White,low,very-profitable,low,low,low
Roberts Gannaway,low,profitable,low,mid-low,low
Ramin Bahrani,low,not-profitable,low,mid-high,low
Sam Taylor-Johnson,low,very-profitable,low,low,low
Robert Eggers,low,very-profitable,low,mid-high,low
Lenny Abrahamson,low,profitable,low,high,low
Bryan Buckley,low,not-profitable,low,mid-low,low
John Francis Daley,low,profitable,low,mid-high,mid
Lee Toland Krieger,low,profitable,low,mid-high,low
Marc Abraham,low,not-profitable,low,mid-low,low
Kyle Balda,low,very-profitable,mid,mid-low,low
Elizabeth Banks,low,very-profitable,low,mid-high,low
Peter Sohn,low,not-profitable,low,mid-high,low
Joel Edgerton,low,very-profitable,high,mid-high,low
Etan Cohen,low,not-profitable,mid,low,high
Aleksander Bach,low,profitable,low,mid-low,low
Doug Ellin,low,not-profitable,low,mid-high,low
Christopher Landon,mid,very-profitable,high,mid-low,low
Ilya Naishuller,low,very-profitable,low,mid-high,low
Paco Cabezas,low,not-profitable,low,mid-high,low
Gregory Jacobs,low,very-profitable,low,mid-low,low
Ari Sandel,low,profitable,mid,mid-low,mid
Leigh Whannell,mid,very-profitable,high,mid-high,high
S.S. Rajamouli,low,not-profitable,low,high,low
Jeremy Garelick,low,profitable,low,mid-high,low
Paul Tibbitt,low,very-profitable,low,mid-low,low
Cary Joji Fukunaga,low,not-profitable,low,high,low
Alfonso Gomez-Rejon,low,not-profitable,low,high,low
Marielle Heller,mid,not-profitable,low,mid-high,low
Sean Baker,low,very-profitable,mid,mid-high,mid
Ciarán Foy,low,very-profitable,low,low,low
Duke Johnson,low,not-profitable,low,mid-high,low
Simon Curtis,low,profitable,mid,high,low
Dexter Fletcher,low,profitable,mid,mid-high,low
Max Joseph,low,very-profitable,low,mid-low,low
Dean Israelite,low,profitable,low,mid-low,mid
Matt Brown,low,not-profitable,low,mid-high,low
Michael Dougherty,low,profitable,mid,mid-low,low
Wilson Yip,low,profitable,low,mid-high,low
David Gelb,low,very-profitable,low,low,low
Patricia Riggen,low,profitable,high,mid-high,low
Joachim Trier,low,not-profitable,low,mid-high,low
Travis Cluff,low,very-profitable,low,low,low
John Maclean,low,not-profitable,low,mid-high,low
Jerry Jameson,low,not-profitable,low,low,low
Michael Showalter,low,very-profitable,mid,mid-high,mid
Dan Fogelman,low,not-profitable,low,mid-high,low
Daniel Lee,low,not-profitable,low,mid-low,low
Tim Miller,low,very-profitable,high,mid-high,high
Thea Sharrock,low,very-profitable,low,high,low
Matt Ross,low,very-profitable,low,high,low
Cedric Nicolas-Troyan,low,not-profitable,low,mid-low,low
Alessandro Carloni,low,profitable,low,mid-high,low
Anna Foerster,low,profitable,low,mid-low,low
Greg Tiernan,low,very-profitable,low,mid-low,low
Barry Jenkins,low,very-profitable,high,mid-high,low
Dan Trachtenberg,low,very-profitable,low,mid-high,low
Garth Davis,low,very-profitable,low,high,low
David F. Sandberg,mid,very-profitable,high,mid-high,mid
Deon Taylor,low,very-profitable,high,low,mid
Christian Ditter,low,profitable,low,mid-low,low
Ana Lily Amirpour,low,not-profitable,low,low,low
Luke Scott,low,not-profitable,low,mid-low,low
Kelly Fremon Craig,low,profitable,low,mid-high,low
Babak Najafi,low,profitable,low,mid-low,low
Dan Mazer,low,profitable,low,mid-low,low
Dan Kwan,low,not-profitable,low,mid-high,low
Jake Szymanski,low,profitable,low,mid-low,low
Mike Thurmeier,low,profitable,low,mid-low,low
Dave Green,low,not-profitable,low,mid-low,low
David L. Hunt,low,not-profitable,low,mid-high,low
Clay Kaytis,low,very-profitable,low,mid-low,low
Dennis Gansel,low,profitable,low,mid-low,low
Pablo Larraín,low,profitable,low,mid-high,low
David Lowery,low,very-profitable,high,mid-high,low
Peter Atencio,low,not-profitable,low,mid-low,low
Travis Knight,low,profitable,mid,mid-high,high
Sam Liu,low,not-profitable,low,mid-high,low
Jason Zada,low,profitable,low,low,low
John Krasinski,low,very-profitable,high,mid-high,mid
Olivier Assayas,low,not-profitable,low,mid-low,low
Jonathan Jakubowicz,low,not-profitable,low,mid-high,low
Taika Waititi,low,very-profitable,mid,high,low
Michael Gracey,low,very-profitable,low,high,low
Hallie Meyers-Shyer,low,profitable,low,mid-low,low
Jordan Peele,low,very-profitable,high,mid-high,mid
Sebastián Lelio,low,not-profitable,low,mid-high,low
Jordan Vogt-Roberts,low,profitable,low,mid-high,low
David Leitch,mid,very-profitable,mid,mid-high,mid
Taylor Sheridan,low,profitable,low,high,low
Greta Gerwig,low,very-profitable,mid,high,low
Benny Safdie,low,not-profitable,low,high,low
Aaron Sorkin,low,not-profitable,low,high,low
Nikolaj Arcel,low,not-profitable,low,mid-low,low
Armando Iannucci,low,not-profitable,low,mid-high,low
Dean Devlin,low,not-profitable,low,low,low
Brian Fee,low,profitable,low,mid-high,low
Lucia Aniello,low,profitable,low,low,low
Dax Shepard,low,not-profitable,low,mid-low,low
Destin Daniel Cretton,low,profitable,low,mid-high,low
Chris McKay,low,profitable,low,mid-high,low
Cory Finley,low,not-profitable,low,mid-high,low
James Franco,low,profitable,low,high,low
Johannes Roberts,mid,very-profitable,high,low,mid
Stella Meghie,low,very-profitable,low,mid-high,low
Trey Edward Shults,low,profitable,low,mid-low,low
Ry Russo-Young,low,profitable,mid,mid-low,mid
Denise Di Novi,low,not-profitable,low,low,low
Hany Abu-Assad,low,not-profitable,low,mid-high,low
Brett Haley,low,profitable,low,mid-high,low
Stuart Hazeldine,low,very-profitable,low,mid-low,low
F. Javier Gutiérrez,low,profitable,low,low,low
Charlie Bean,low,not-profitable,low,mid-low,low
Andrew Jay Cohen,low,not-profitable,low,mid-low,low
Benny Boom,low,not-profitable,low,mid-low,low
Baran bo Odar,low,not-profitable,low,mid-low,low
Richie Keen,low,not-profitable,low,mid-low,low
Ken Marino,low,very-profitable,low,mid-low,low
Michael Carney,low,not-profitable,low,mid-high,low
Jayson Thiessen,low,very-profitable,low,mid-low,low
Jeffrey Blitz,low,not-profitable,low,mid-low,low
Lawrence Sher,low,not-profitable,low,mid-low,low
Luis Prieto,low,not-profitable,low,mid-low,low
Jonathan Teplitzky,low,not-profitable,low,mid-low,low
Isabel Coixet,low,profitable,low,mid-high,low
Dallas Jenkins,low,not-profitable,low,mid-low,low
Stacy Title,low,very-profitable,low,low,low
Ari Aster,low,very-profitable,mid,mid-high,low
Bob Persichetti,low,very-profitable,low,high,low
Yann Demange,low,not-profitable,low,mid-high,low
Christian Gudegast,low,profitable,low,mid-high,low
Bradley Cooper,low,very-profitable,low,high,low
Bo Burnham,low,very-profitable,low,high,low
Luca Guadagnino,low,not-profitable,low,mid-high,low
Yorgos Lanthimos,low,very-profitable,low,high,low
Panos Cosmatos,low,not-profitable,low,mid-high,low
Stefano Sollima,low,profitable,low,mid-high,low
Gerard McMurray,low,very-profitable,low,low,low
Claire McCarthy,low,not-profitable,low,mid-high,low
Corin Hardy,low,very-profitable,low,low,low
Jeff Tomsic,low,profitable,low,mid-high,low
Donovan Marsh,low,not-profitable,low,mid-high,low
Otto Bathurst,low,not-profitable,low,low,low
Felix van Groeningen,low,not-profitable,low,mid-high,low
Nadine Labaki,low,very-profitable,low,high,low
Nicolai Fuglsig,low,not-profitable,low,mid-high,low
Susanna Fogel,low,not-profitable,low,mid-low,low
Josie Rourke,low,not-profitable,low,mid-low,low
Phil Johnston,low,profitable,low,mid-high,low
Julius Avery,low,not-profitable,low,mid-high,low
Roar Uthaug,low,profitable,low,mid-low,low
Christian Rivers,low,not-profitable,low,mid-low,low
Steven Caple Jr.,low,very-profitable,low,mid-high,low
Jonah Hill,low,not-profitable,low,high,low
Aneesh Chaganty,low,very-profitable,low,high,low
Kay Cannon,low,very-profitable,low,mid-low,low
Abby Kohn,low,profitable,low,mid-low,low
Drew Pearce,low,not-profitable,low,mid-low,low
Bill Holderman,low,very-profitable,low,mid-low,low
Boots Riley,low,very-profitable,low,mid-high,low
Steven S. DeKnight,low,not-profitable,low,mid-low,low
Rob Greenberg,low,very-profitable,low,mid-low,low
Joe Penna,low,profitable,low,mid-high,low
Mathew Cullen,low,not-profitable,low,low,low
Sriram Raghavan,low,very-profitable,low,high,low
Kevin Connolly,low,not-profitable,low,low,low
Adam Robitel,low,very-profitable,low,mid-low,mid
David Kerr,low,very-profitable,low,mid-low,low
Bethany Ashton Wolf,low,very-profitable,low,mid-high,low
Sam Levinson,low,not-profitable,low,mid-low,low
Stephen Susco,low,very-profitable,low,mid-low,low
Karey Kirkpatrick,low,profitable,low,mid-high,low
Gregory Plotkin,low,profitable,low,mid-low,low
Diederik Van Rooijen,low,very-profitable,low,low,low
Yarrow Cheney,low,very-profitable,low,mid-low,low
Tim Kirkby,low,not-profitable,low,low,low
Xavier Dolan,low,not-profitable,low,mid-low,low
Director X.,low,not-profitable,low,low,low
Nick Park,low,not-profitable,low,mid-low,low
Andrew Erwin,low,very-profitable,low,mid-high,low
Tatsuya Nagamine,low,very-profitable,low,high,low
Jonathan Baker,low,not-profitable,low,mid-low,low
Stephen Merchant,low,profitable,low,mid-high,low
Jenny Gage,low,very-profitable,low,low,low
Matt Bettinelli-Olpin,low,very-profitable,low,mid-high,low
Michael Engler,low,very-profitable,low,high,low
Olivia Wilde,low,very-profitable,low,mid-high,low
Robin Bissell,low,not-profitable,low,mid-high,low
Josh Cooley,low,very-profitable,low,high,low
Simon Kinberg,low,not-profitable,low,mid-low,low
David Yarovesky,low,very-profitable,low,mid-low,low
Tyler Nilson,low,very-profitable,low,high,low
Gene Stupnitsky,low,very-profitable,low,mid-high,low
Justin Baldoni,low,very-profitable,low,mid-high,low
Hans Petter Moland,low,not-profitable,low,mid-low,low
Gary Dauberman,low,very-profitable,low,mid-low,low
Adrian Grunberg,low,not-profitable,low,mid-low,low
Nisha Ganatra,low,very-profitable,low,mid-high,low
Michael Chaves,low,very-profitable,low,low,low
André Øvredal,low,very-profitable,low,mid-low,low
Thurop Van Orman,low,profitable,low,mid-high,low
Kevin Kölsch,low,very-profitable,low,mid-low,low
Makoto Shinkai,low,very-profitable,low,high,low
Vincent D'Onofrio,low,not-profitable,low,mid-low,low
Lars Klevberg,low,very-profitable,low,mid-low,low
Chris Addison,low,very-profitable,low,low,low
Andrea Berloff,low,not-profitable,low,mid-low,low
Jill Culton,low,profitable,low,mid-high,low
Todd Strauss-Schulson,low,not-profitable,low,mid-low,low
Gail Mancuso,low,very-profitable,low,high,low
Dome Karukoski,low,not-profitable,low,mid-high,low
Dylan Brown,low,not-profitable,low,mid-low,low
Jesse V. Johnson,low,not-profitable,low,mid-low,low
Frant Gwo,low,very-profitable,low,mid-low,low
Roxann Dawson,low,profitable,low,mid-low,low
Zara Hayes,low,not-profitable,low,mid-low,low
Tina Gordon,low,profitable,low,mid-low,low
Nicholas McCarthy,low,profitable,low,mid-low,low
Melanie Martinez,low,not-profitable,low,mid-high,low
Chuck Konzelman,low,profitable,low,mid-low,low
Eddie Mensore,low,not-profitable,low,mid-high,low
Richard Grieco,low,not-profitable,low,mid-low,low
Tony Wash,low,not-profitable,low,low,low
Cathy Yan,low,profitable,low,mid-low,low
Adil El Arbi,low,very-profitable,low,mid-high,low
Jeff Fowler,low,profitable,low,mid-high,low
Chris Sanders,low,not-profitable,low,mid-high,low
Hu Guan,low,very-profitable,low,mid-high,low
